domain,uri,government,live,ssl,enforce_https,non_www,redirect,ip,hostname,ipv6,dnssec,cdn,google_apps,could_provider,server,cms,analytics,javascript,advertising,slash_data,slash_developer,data_dot_json,click_jacking_protection,content_security_policy,xss_protection,secure_cookies,strict_transport_security,agency,last_checked
usmint.gov,http://www.usmint.gov,true,true,false,false,true,,208.45.143.104,"",false,false,false,false,false,Microsoft-IIS/7.0,"","","","",true,false,false,false,false,false,false,false,Department of the Treasury,2014-07-07 10:59:44 -0400
www.ustreas.gov,http://www.ustreas.gov,true,true,false,false,false,treasury.gov,23.202.222.10,a23-202-222-10.deploy.static.akamaitechnologies.com,,,,,,,,,,,,,,,,,,,Department of the Treasury,2014-07-07 10:59:57 -0400
wizard.gov,http://wizard.gov,true,true,false,false,true,,166.123.219.80,"",false,false,false,false,false,IBM_HTTP_Server,"","","","",true,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 10:59:58 -0400
www.workplace.gov,https://www.workplace.gov,true,true,true,true,false,,198.79.62.27,"",false,false,false,false,false,,"","","","",false,false,false,false,false,false,false,false,Department of the Treasury,2014-07-07 11:00:00 -0400
911.gov,http://911.gov,true,true,false,false,true,,204.68.194.196,balancer1.nhtsa.dot.gov,false,false,false,false,false,Microsoft-IIS/7.0,"","","","",false,false,false,false,false,false,false,false,Department of Transportation,2014-07-07 11:00:00 -0400
whitehouse.gov,http://www.whitehouse.gov,true,true,false,false,true,,23.66.124.110,a23-66-124-110.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,,drupal,facebook_insights,jquery,"",false,true,false,false,false,false,,false,Executive Office of the President,2014-07-07 11:01:17 -0400
id8.gov,http://id8.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Central Intelligence Agency,2014-07-07 11:49:47 -0400
odci.gov,http://odci.gov,true,false,false,false,false,,198.81.129.100,cia.cia.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Central Intelligence Agency,2014-07-07 11:50:58 -0400
osde.gov,http://osde.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Central Intelligence Agency,2014-07-07 11:50:58 -0400
ttic.gov,http://ttic.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Central Intelligence Agency,2014-07-07 11:50:59 -0400
ucia.gov,http://ucia.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Central Intelligence Agency,2014-07-07 11:50:59 -0400
cap.gov,http://cap.gov,true,false,false,false,false,,199.167.30.32,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Civil Air Patrol,2014-07-07 11:52:19 -0400
capnhq.gov,http://capnhq.gov,true,false,false,false,false,,216.253.88.163,www.capnhq.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Civil Air Patrol,2014-07-07 11:52:20 -0400
abilityone.fed.us,http://abilityone.fed.us,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Comm for People Who Are Blind/Severly Disabled,2014-07-07 11:52:46 -0400
productsafety.gov,http://productsafety.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Consumer Product Safety Commission,2014-07-07 11:52:47 -0400
recall.gov,http://recall.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Consumer Product Safety Commission,2014-07-07 11:52:47 -0400
americorpsconnect.gov,http://americorpsconnect.gov,true,false,false,false,false,,50.19.98.143,ec2-50-19-98-143.compute-1.amazonaws.com,false,false,false,false,amazon,false,"","","","",false,false,false,false,false,false,,false,Corporation for National & Community Service,2014-07-07 11:52:49 -0400
cncsig.gov,http://cncsig.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Corporation for National & Community Service,2014-07-07 11:52:49 -0400
nationalservicegear.gov,http://nationalservicegear.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Corporation for National & Community Service,2014-07-07 11:52:49 -0400
servicelearning.gov,http://servicelearning.gov,true,false,false,false,false,,50.19.98.143,ec2-50-19-98-143.compute-1.amazonaws.com,false,false,false,false,amazon,false,"","","","",false,false,false,false,false,false,,false,Corporation for National & Community Service,2014-07-07 11:52:50 -0400
cigie.gov,http://cigie.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Council of Inspector General on Integrity and Efficiency,2014-07-07 11:52:51 -0400
ag.gov,http://ag.gov,true,false,false,false,false,,162.79.3.5,swcgrl.ars.usda.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Agriculture,2014-07-07 11:54:01 -0400
arsusda.gov,http://arsusda.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Agriculture,2014-07-07 11:54:02 -0400
fireinstitute.gov,http://fireinstitute.gov,true,false,false,false,false,,166.5.49.1,z-166-5-49-1.ip.fs.fed.us,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Agriculture,2014-07-07 11:55:12 -0400
juniorforestranger.gov,http://juniorforestranger.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Agriculture,2014-07-07 11:55:13 -0400
mypyramid.gov,http://mypyramid.gov,true,false,false,false,false,,199.134.74.41,mypyramid.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Agriculture,2014-07-07 11:56:33 -0400
mypyramidforkids.gov,http://mypyramidforkids.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Agriculture,2014-07-07 11:56:33 -0400
national4-hheadquarters.gov,http://national4-hheadquarters.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Agriculture,2014-07-07 11:56:34 -0400
nstl.gov,http://nstl.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Agriculture,2014-07-07 11:56:34 -0400
ruraltour.gov,http://ruraltour.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Agriculture,2014-07-07 11:56:34 -0400
smokeybear.gov,http://smokeybear.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Agriculture,2014-07-07 11:56:35 -0400
woodsy.gov,http://woodsy.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Agriculture,2014-07-07 11:56:35 -0400
woodsyowl.gov,http://woodsyowl.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Agriculture,2014-07-07 11:56:35 -0400
buenviaje.gov,http://buenviaje.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 11:56:38 -0400
www.dnsops.gov,http://www.dnsops.gov,true,true,false,false,false,,129.6.100.200,snip1.dnsops.gov,true,false,false,false,false,Apache/2.2.15 (CentOS),"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 11:56:40 -0400
docmentoring.gov,http://docmentoring.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 11:56:40 -0400
knowyourborder.gov,http://knowyourborder.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 11:56:43 -0400
mep.gov,http://mep.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 11:56:44 -0400
nmfs.gov,http://nmfs.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 11:56:44 -0400
noaa.gov,,,false,,,,,,,,,,,,,,,,,,,,,,,,,Department of Commerce,2014-07-07 11:56:55 -0400
pnt.gov,http://pnt.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 11:56:56 -0400
usgcrp.gov,http://usgcrp.gov,true,false,false,false,false,,98.141.87.84,static-98-141-87-84.dsl.cavtel.net,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 11:56:57 -0400
verslesusa.gov,http://verslesusa.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 11:57:01 -0400
usptoenews.gov,http://usptoenews.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 11:57:01 -0400
aftac.gov,http://aftac.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 11:57:02 -0400
bpn.gov,http://bpn.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 11:57:03 -0400
eaclearinghouse.gov,http://eaclearinghouse.gov,true,false,false,false,false,,64.210.244.106,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 11:58:23 -0400
itc.gov,http://itc.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 11:58:24 -0400
jccs.gov,http://jccs.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 11:58:35 -0400
mtmc.gov,http://mtmc.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 11:58:45 -0400
mypay.gov,http://mypay.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 11:59:34 -0400
ncr.gov,http://ncr.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 11:59:34 -0400
safexchange.gov,http://safexchange.gov,true,false,false,false,false,,209.211.172.7,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 11:59:35 -0400
climatechange.gov,http://climatechange.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-07 11:59:40 -0400
iscience.gov,http://iscience.gov,true,false,false,false,false,,192.107.175.28,www.iscience.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-07 12:01:01 -0400
kapl.gov,http://kapl.gov,true,false,false,false,false,,216.238.35.199,216-238-35-199.tncionline.net,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-07 12:02:22 -0400
nrelhub.gov,http://nrelhub.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-07 12:02:23 -0400
rl.gov,http://rl.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-07 12:02:23 -0400
sandia.gov,http://sandia.gov,true,false,false,false,false,,132.175.81.4,sahp1305.sandia.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-07 12:02:36 -0400
unnpp.gov,http://unnpp.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-07 12:02:36 -0400
unrpnet.gov,http://unrpnet.gov,true,false,false,false,false,,205.254.148.200,p-web.ahe.doe.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-07 12:03:56 -0400
uschinacerc.gov,http://uschinacerc.gov,true,false,false,false,false,,65.162.77.17,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-07 12:05:33 -0400
afterschool.gov,http://afterschool.gov,true,false,false,false,false,,158.71.31.30,acf.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-07 12:06:53 -0400
biosecurityboard.gov,http://biosecurityboard.gov,true,false,false,false,false,,137.187.172.185,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-07 12:08:14 -0400
clubdrugs.gov,http://clubdrugs.gov,true,false,false,false,false,drugabuse.gov,54.209.185.61,ec2-54-209-185-61.compute-1.amazonaws.com,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-07 12:08:15 -0400
drugfreeworkplace.gov,http://drugfreeworkplace.gov,true,false,false,false,false,,162.99.3.43,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-07 12:08:26 -0400
genome.gov,,,false,,,,,,,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-07 12:08:27 -0400
hhsoig.gov,http://hhsoig.gov,true,false,false,false,false,,128.231.89.150,dhhsoigweb2.cit.nih.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-07 12:08:28 -0400
hhsops.gov,http://hhsops.gov,true,false,false,false,false,,137.187.25.8,hhs.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-07 12:09:39 -0400
mimedicare.gov,http://mimedicare.gov,true,false,false,false,false,,63.116.220.200,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-07 12:10:27 -0400
omhrc.gov,http://omhrc.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-07 12:10:27 -0400
quick.gov,http://quick.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-07 12:10:28 -0400
smallpox.gov,http://smallpox.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-07 12:10:28 -0400
steroidabuse.gov,http://steroidabuse.gov,true,false,false,false,false,drugabuse.gov,54.209.185.61,ec2-54-209-185-61.compute-1.amazonaws.com,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-07 12:10:30 -0400
usbm.gov,http://usbm.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-07 12:10:30 -0400
fero.gov,http://fero.gov,true,false,false,false,false,,173.166.171.138,173-166-171-138-washingtondc.hfc.comcastbusiness.net,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Homeland Security,2014-07-07 12:11:41 -0400
safetyact.gov,http://safetyact.gov,true,false,false,false,false,,216.81.81.241,safetyact.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Homeland Security,2014-07-07 12:11:42 -0400
uscg.gov,http://uscg.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Homeland Security,2014-07-07 12:11:43 -0400
usss.gov,http://usss.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Homeland Security,2014-07-07 12:11:43 -0400
fairhousingfirst.gov,http://fairhousingfirst.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Housing And Urban Development,2014-07-07 12:11:43 -0400
fhaoutreach.gov,http://fhaoutreach.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Housing And Urban Development,2014-07-07 12:11:44 -0400
deadiversion.gov,http://deadiversion.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Justice,2014-07-07 12:11:44 -0400
deals.gov,http://deals.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Justice,2014-07-07 12:11:44 -0400
getsmartaboutdrugs.gov,http://getsmartaboutdrugs.gov,true,false,false,false,false,,64.99.80.30,url.hover.com,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Justice,2014-07-07 12:11:55 -0400
lexs.gov,http://lexs.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Justice,2014-07-07 12:11:56 -0400
ulex.gov,http://ulex.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Justice,2014-07-07 12:11:56 -0400
labor.gov,http://labor.gov,true,false,false,false,false,,63.106.133.245,savingmatters.dol.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Labor,2014-07-07 12:11:58 -0400
msha.gov,,,false,,,,,,,,,,,,,,,,,,,,,,,,,Department of Labor,2014-07-07 12:12:09 -0400
www.osac.gov,https://www.osac.gov,true,true,true,true,false,,63.232.62.100,63.232.62.100.static.hosting.qwest.net,false,false,false,false,false,Microsoft-IIS/7.5,"","",jquery,"",false,false,false,false,false,false,false,false,Department of State,2014-07-07 12:12:38 -0400
aff.gov,http://aff.gov,true,false,false,false,false,,206.207.85.89,cecf5559.static.spro.net,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Interior,2014-07-07 12:12:42 -0400
blmntl.gov,http://blmntl.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Interior,2014-07-07 12:12:45 -0400
bor.gov,http://bor.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Interior,2014-07-07 12:12:45 -0400
firecode.gov,http://firecode.gov,true,false,false,false,false,,158.68.64.54,www.firecode.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Interior,2014-07-07 12:12:57 -0400
iat.gov,http://iat.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Interior,2014-07-07 12:12:58 -0400
rimcowg.gov,http://rimcowg.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Interior,2014-07-07 12:12:58 -0400
safecom.gov,http://safecom.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Interior,2014-07-07 12:12:59 -0400
sierranevadawild.gov,http://sierranevadawild.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Interior,2014-07-07 12:12:59 -0400
fttesttwai.gov,http://fttesttwai.gov,true,false,false,false,false,,199.169.196.124,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:13:01 -0400
irsnet.gov,http://irsnet.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:13:01 -0400
verifypayment.gov,http://verifypayment.gov,true,false,false,false,false,,199.169.194.123,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:13:02 -0400
nationalbank.gov,http://nationalbank.gov,true,false,false,false,false,,199.83.40.45,nationalbanknet.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:13:03 -0400
nationalbanknet.gov,http://nationalbanknet.gov,true,false,false,false,false,,199.83.40.45,nationalbanknet.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:13:04 -0400
navycash.gov,http://navycash.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:13:05 -0400
occnet.gov,http://occnet.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:13:05 -0400
pfi.gov,http://pfi.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:13:08 -0400
pracomment.gov,http://pracomment.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:13:09 -0400
qatesttwai.gov,http://qatesttwai.gov,true,false,false,false,false,,199.169.196.125,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:13:10 -0400
tcis.gov,http://tcis.gov,true,false,false,false,false,,199.169.192.16,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:14:31 -0400
tigtanet.gov,http://tigtanet.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:14:31 -0400
treasuryauction.gov,http://treasuryauction.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:14:32 -0400
treasuryecm.gov,http://treasuryecm.gov,true,false,false,false,false,,205.168.45.51,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:15:52 -0400
trs.gov,http://trs.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:15:53 -0400
ttlplus.gov,http://ttlplus.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:15:53 -0400
twai.gov,http://twai.gov,true,false,false,false,false,,199.169.192.121,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of the Treasury,2014-07-07 12:17:14 -0400
www.bts.gov,http://www.bts.gov,true,true,false,false,false,www.rita.dot.gov,184.73.245.212,ec2-184-73-245-212.compute-1.amazonaws.com,,,,,,,,,,,,,,,,,,,Department of Transportation,2014-07-07 12:17:21 -0400
www.cflhd.gov,http://www.cflhd.gov,true,true,false,false,false,,199.79.179.33,www.cflhd.gov,false,false,false,false,false,Microsoft-IIS/7.5,"","","","",false,false,false,false,false,false,,false,Department of Transportation,2014-07-07 12:17:23 -0400
distracteddriving.gov,http://distracteddriving.gov,true,true,false,false,true,,204.68.194.196,balancer1.nhtsa.dot.gov,false,false,false,false,false,Microsoft-IIS/7.0,"",google_analytics,"","",false,false,false,false,false,false,false,false,Department of Transportation,2014-07-07 12:17:23 -0400
www.distraction.gov,http://www.distraction.gov,true,true,false,false,true,,23.62.96.56,a23-62-96-56.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,Microsoft-IIS/7.0,"",google_analytics,"","",false,false,false,false,false,false,,false,Department of Transportation,2014-07-07 12:17:25 -0400
www.dot.gov,https://www.dot.gov,true,true,true,false,false,,23.202.215.14,a23-202-215-14.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,nginx,drupal,google_analytics,jquery,"",true,true,true,true,false,false,,false,Department of Transportation,2014-07-07 12:17:28 -0400
dotideahub.gov,https://dotideahub.gov,true,true,true,true,true,,155.178.201.129,dotideahub.gov,false,false,false,false,false,Microsoft-IIS,"","","","",true,true,true,false,false,false,,false,Department of Transportation,2014-07-07 12:17:54 -0400
dottrafficrecords.gov,http://dottrafficrecords.gov,true,true,false,false,true,,204.68.194.196,balancer1.nhtsa.dot.gov,false,false,false,false,false,Microsoft-IIS/7.0,"","","","",false,false,false,false,false,false,false,false,Department of Transportation,2014-07-07 12:17:54 -0400
dottrcc.gov,http://dottrcc.gov,true,true,false,false,true,,204.68.195.222,h2.rita.dot.gov,false,false,false,false,false,Apache/2.2.20 (Unix) mod_ssl/2.2.20 OpenSSL/0.9.8b DAV/2,"","","","",false,false,false,false,false,false,,false,Department of Transportation,2014-07-07 12:17:55 -0400
ems.gov,http://ems.gov,true,true,false,false,true,,204.68.194.196,balancer1.nhtsa.dot.gov,false,false,false,false,false,Microsoft-IIS/7.0,"","","","",false,false,false,false,false,false,false,false,Department of Transportation,2014-07-07 12:17:55 -0400
www.esc.gov,https://www.esc.gov,true,true,true,false,true,,23.202.221.5,a23-202-221-5.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,Microsoft-IIS/7.5,"","","","",false,false,false,false,false,false,,false,Department of Transportation,2014-07-07 12:17:57 -0400
www.faa.gov,https://www.faa.gov,true,true,true,false,false,,23.202.224.95,a23-202-224-95.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,Apache/2.2.15 (Red Hat),"","","","",false,false,false,true,false,false,false,false,Department of Transportation,2014-07-07 12:18:00 -0400
faasafety.gov,https://faasafety.gov,true,true,true,false,true,,166.70.171.8,gt-linux-www.coloc.xmission.com,true,false,false,false,false,Microsoft-IIS/7.5,"","",jquery,"",false,false,false,true,false,false,false,false,Department of Transportation,2014-07-07 12:18:06 -0400
fdr.gov,https://fdr.gov,true,true,true,true,true,,155.178.201.69,origin-www.fdr.gov,false,false,false,false,false,SoftwareAG-Runtime,"","","","",false,false,false,false,false,false,false,false,Department of Transportation,2014-07-07 12:18:09 -0400
www.fea.gov,http://www.fea.gov,true,true,false,false,true,,23.62.96.34,a23-62-96-34.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,Apache/2.2.15 (CentOS),wordpress,"","","",false,false,false,false,false,false,,false,Department of Transportation,2014-07-07 12:18:22 -0400
www.fmip.gov,http://www.fmip.gov,true,true,false,false,true,freight.dot.gov,204.68.194.129,fhw1xwvwasp01.fhwa.dot.gov,,,,,,,,,,,,,,,,,,,Department of Transportation,2014-07-07 12:18:24 -0400
www.italladdsup.gov,http://www.italladdsup.gov,true,true,false,false,false,,204.68.194.65,DOTHQNWAS053vg.ext.dot.gov,false,false,false,false,false,Microsoft-IIS/7.5,"","","","",false,false,false,false,false,false,false,false,Department of Transportation,2014-07-07 12:18:25 -0400
www.jpdo.gov,http://www.jpdo.gov,true,true,false,false,false,,23.62.96.11,a23-62-96-11.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,Microsoft-IIS/7.5,"",google_analytics,"","",false,false,false,true,false,false,,false,Department of Transportation,2014-07-07 12:18:27 -0400
www.marview.gov,http://www.marview.gov,true,true,false,false,false,,23.62.96.19,a23-62-96-19.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,Apache,"","","","",true,true,true,false,false,false,,false,Department of Transportation,2014-07-07 12:18:38 -0400
mda.gov,http://mda.gov,true,true,false,false,true,,54.243.108.103,ec2-54-243-108-103.compute-1.amazonaws.com,false,false,false,false,amazon,Apache,"","","","",false,false,false,false,false,false,,false,Department of Transportation,2014-07-07 12:18:39 -0400
www.nhtsa.gov,http://www.nhtsa.gov,true,true,false,false,true,,23.62.96.34,a23-62-96-34.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,Apache/2.2.3 (Red Hat),"","","","",false,false,false,false,false,false,,false,Department of Transportation,2014-07-07 12:18:43 -0400
www.ntdprogram.gov,https://www.ntdprogram.gov,true,true,true,false,false,,204.68.194.77,ftawebprod.fta.dot.gov,false,false,false,false,false,Apache/2.4.9 (Win64) OpenSSL/1.0.1h mod_jk/1.2.39,"","","","",false,false,false,false,false,false,,false,Department of Transportation,2014-07-07 12:18:44 -0400
